,mt_auto,nb_bateau,mt_RC,pouvoir_achat,mt_incendie,mt_bateau,niv_etud_bas,revenu_moyen,niv_etude_haut,revenu1,proprietaire,auto0,auto1,type_client,nb_securite_soc,PCStop,revenu4,revenu3,assur_sante_prive,PCSouvr,PCSagri,celibataire,PCSinter,mt_cyclomoteur,PCSouvr_quali,sans_religion,nbpers_au_foyer,nb_accident_famil,concubin,mt_velo,assur_caravane
4504,6,0,0,7,3,0,2,6,4,1,7,1,6,2,0,5,2,6,5,1,0,1,2,0,1,1,3,0,0,0,0
4505,6,0,0,6,0,0,0,6,5,0,5,1,6,1,0,0,0,9,4,0,4,2,0,0,0,4,4,0,1,0,0
4506,0,0,0,6,5,0,3,4,0,3,6,0,9,1,0,4,0,4,4,3,0,0,4,0,0,0,3,0,0,0,0
4507,0,0,0,3,0,0,6,4,1,0,7,2,7,8,0,1,0,5,2,4,1,2,4,0,2,2,3,0,0,0,0
4508,0,0,0,7,0,0,0,6,6,0,1,4,3,2,0,5,1,8,5,1,0,3,3,0,1,5,4,0,0,0,0
4509,6,0,0,3,4,0,7,4,1,0,8,2,7,8,0,1,0,4,2,5,2,2,2,0,1,1,3,0,0,0,0
4510,0,0,0,4,0,0,5,4,2,3,6,3,5,9,0,1,1,2,2,1,2,2,2,0,3,3,3,0,2,0,0
4511,6,0,0,4,0,0,5,3,1,3,1,2,6,3,0,1,0,2,1,4,0,2,2,0,3,5,2,0,3,0,0
4512,0,0,2,6,4,0,3,5,3,2,7,2,6,1,0,3,2,4,5,1,0,2,4,0,2,4,2,0,1,0,0
4513,5,0,2,1,0,0,9,2,0,5,2,6,2,7,0,0,0,0,0,3,0,4,3,0,4,4,2,0,0,0,0
4514,0,0,0,2,3,0,5,3,2,3,2,1,7,7,0,3,1,4,4,2,0,2,2,0,2,3,2,0,2,0,0
4515,0,0,0,3,0,0,9,3,0,3,5,3,5,8,0,3,0,4,0,6,0,3,0,0,0,2,2,0,2,0,0
4516,5,0,2,3,4,0,5,4,0,1,9,0,9,8,0,0,0,4,0,3,0,0,2,0,5,5,3,0,0,0,0
4517,6,0,2,7,4,0,2,6,4,1,7,1,6,2,0,5,3,5,5,1,0,1,2,0,2,2,3,0,0,0,0
4518,0,0,0,7,2,0,3,5,2,2,5,1,6,2,0,3,1,4,5,2,1,2,3,0,2,4,3,0,1,0,0
4519,6,0,0,4,0,0,4,4,2,2,6,4,4,8,0,2,0,4,3,0,1,2,5,0,2,2,2,0,1,0,0
4520,6,0,0,5,0,0,4,4,2,3,6,1,7,8,0,3,2,3,4,1,2,1,2,0,3,5,3,0,1,0,0
4521,0,0,0,2,3,0,5,3,1,5,2,3,5,5,0,1,0,1,1,5,0,5,3,0,2,2,2,0,1,0,0
4522,6,0,0,4,4,0,4,3,2,5,1,5,4,9,0,2,0,1,1,2,0,4,5,0,1,4,2,0,2,0,0
4523,5,0,0,1,4,0,5,4,2,3,6,3,5,7,0,1,1,2,2,1,2,2,2,0,3,3,3,0,2,0,0
4524,6,0,0,3,0,0,7,4,1,0,8,2,7,8,0,1,0,4,2,5,2,2,2,0,1,1,3,0,0,0,0
4525,6,0,2,7,4,0,2,7,5,0,9,0,7,2,0,4,4,0,7,0,0,0,5,0,0,2,3,0,0,1,0
4526,6,0,2,8,4,0,1,4,4,3,8,0,9,3,0,1,0,5,3,1,0,1,7,0,1,3,3,0,1,0,0
4527,0,0,0,7,0,0,4,4,2,3,6,2,5,3,0,0,3,2,4,0,0,4,0,0,5,3,4,0,0,0,0
4528,0,0,0,5,2,0,5,7,0,0,4,2,6,8,0,4,5,4,1,0,0,0,3,0,3,5,4,0,2,0,0
4529,0,0,0,2,0,0,1,5,7,2,4,2,6,4,0,5,3,3,6,1,1,4,3,0,1,5,2,0,2,0,0
4530,0,0,0,4,0,0,5,4,1,2,8,1,5,9,0,2,1,4,4,1,2,1,2,3,3,2,3,0,1,0,0
4531,0,0,1,6,3,0,1,4,4,1,2,2,7,3,0,3,1,5,4,1,0,1,5,0,2,5,3,0,2,0,0
4532,6,0,0,3,0,0,4,4,2,3,6,1,6,8,0,3,2,3,4,1,2,2,2,0,2,3,3,0,1,0,0
4533,6,0,2,8,4,0,3,6,3,2,9,0,7,2,0,4,2,3,5,1,2,2,3,0,0,4,3,1,0,0,0
4534,0,0,0,3,0,0,5,3,1,4,3,3,6,1,0,2,0,3,1,3,0,4,3,0,2,2,2,0,2,1,0
4535,6,0,0,2,3,0,7,2,0,7,4,3,5,7,0,0,0,0,4,5,0,4,5,0,0,2,2,0,0,0,1
4536,6,0,2,6,3,0,2,4,6,2,2,0,7,3,0,6,0,6,6,0,0,3,2,0,2,5,2,0,4,0,1
4537,6,0,0,3,0,0,5,4,2,1,5,3,6,8,0,3,0,4,2,2,0,1,3,0,2,2,3,0,0,0,0
4538,0,0,0,1,3,0,4,4,2,0,7,0,7,7,0,2,0,4,7,2,0,0,3,0,3,3,3,0,0,0,0
4539,6,0,0,4,0,0,9,3,0,5,0,1,6,8,0,0,0,0,4,0,0,9,9,0,0,4,1,0,1,0,0
4540,6,0,0,3,0,0,2,4,0,0,7,0,6,8,0,2,0,2,6,2,2,3,4,0,0,2,3,0,0,0,0
4541,6,0,2,4,1,0,9,3,0,0,9,2,7,9,0,0,0,0,2,0,0,0,3,0,6,2,3,0,1,0,0
4542,6,0,0,3,0,0,6,4,1,0,7,2,7,8,0,1,0,5,2,4,1,2,4,0,2,2,3,0,0,0,0
4543,5,0,0,3,0,0,8,3,0,3,0,0,7,8,0,0,0,1,0,4,0,0,1,0,5,4,4,0,0,0,0
4544,6,0,2,3,3,0,5,3,0,4,4,3,5,8,0,2,0,2,2,2,0,2,3,0,4,5,3,0,0,0,0
4545,0,0,0,5,0,0,7,4,0,2,5,1,6,8,0,1,2,1,2,3,3,1,2,4,2,3,3,0,1,0,0
4546,0,0,0,2,0,0,5,3,1,5,1,2,7,5,0,1,1,1,3,5,0,4,3,0,1,2,2,0,3,0,0
4547,0,0,0,1,0,0,7,3,1,3,1,2,7,7,0,1,1,2,1,3,0,3,3,0,4,5,2,0,2,0,0
4548,6,0,0,2,0,0,5,3,1,5,4,3,5,5,0,1,0,2,1,4,1,4,2,0,3,3,2,0,1,0,0
4549,0,0,2,5,4,0,4,3,2,3,3,0,7,9,0,2,1,2,2,2,0,0,6,0,0,2,2,0,0,0,0
4550,6,0,2,7,4,0,2,7,5,0,9,0,6,3,0,5,3,4,7,2,0,0,3,0,1,5,3,0,3,0,0
4551,6,0,1,1,4,0,9,4,0,0,4,3,4,7,0,0,0,4,0,9,0,0,0,0,0,5,3,0,3,0,0
4552,6,0,0,3,0,0,7,3,0,3,5,3,5,8,0,0,0,2,1,0,0,2,3,0,6,5,3,0,0,0,0
4553,6,0,2,7,0,0,3,4,2,4,5,2,7,3,0,3,1,3,4,1,0,2,4,0,2,4,3,0,2,0,0
4554,0,0,0,3,3,0,4,4,2,3,6,1,6,8,0,3,2,3,4,1,2,2,2,0,2,3,3,0,1,0,0
4555,0,0,0,8,4,0,0,0,4,0,9,0,7,1,0,9,0,5,7,0,0,1,0,0,0,3,3,0,0,0,0
4556,0,0,0,5,2,0,6,3,1,4,4,2,5,9,0,2,1,1,2,3,1,3,2,0,3,3,3,0,1,0,0
4557,6,0,0,3,0,0,4,4,2,3,6,1,6,8,0,3,2,3,4,1,2,2,2,0,2,3,3,0,1,0,0
4558,6,0,2,6,3,0,1,4,5,0,9,0,9,3,0,8,0,3,5,0,0,3,0,0,1,3,3,0,0,0,0
4559,0,0,0,3,0,0,6,4,1,3,7,2,4,8,0,2,0,3,2,2,1,1,1,0,4,3,3,0,1,0,0
4560,0,0,2,8,0,0,2,5,4,2,8,1,8,1,0,4,0,5,2,2,0,1,3,0,1,5,3,0,1,0,0
4561,0,0,2,4,2,0,3,5,2,2,1,0,9,3,0,2,2,3,4,2,0,0,4,0,2,4,3,0,2,0,0
4562,0,0,2,6,0,0,6,4,0,2,4,1,4,8,0,1,2,1,2,2,5,3,1,0,3,5,2,0,2,0,0
4563,0,0,1,5,0,0,6,4,2,3,4,2,6,8,0,2,2,2,3,3,0,2,2,0,3,3,2,0,1,0,0
4564,6,0,2,6,3,0,5,6,0,0,6,1,6,3,0,3,2,7,4,1,2,0,2,0,2,1,3,0,0,0,0
4565,0,0,0,5,0,0,4,5,1,2,4,2,7,8,0,1,2,4,3,4,0,0,4,0,1,3,3,0,0,1,0
4566,0,0,0,6,3,0,9,3,0,5,5,1,6,1,0,4,0,0,4,1,0,0,2,0,2,4,2,0,1,0,0
4567,0,0,0,8,0,0,4,5,2,1,4,0,7,2,0,2,2,5,2,1,0,1,3,0,4,6,3,0,0,0,0
4568,0,0,0,5,0,0,6,3,2,3,5,2,6,8,0,1,0,2,2,2,1,3,2,0,4,3,2,0,1,0,0
4569,6,0,0,3,2,0,4,3,1,2,5,1,7,5,0,2,1,2,4,3,0,3,4,0,1,1,2,0,1,0,0
4570,6,0,2,3,4,0,6,4,0,2,6,0,6,8,0,0,2,2,0,3,0,0,4,0,3,4,3,0,1,0,0
4571,6,0,0,3,0,0,5,3,2,3,8,0,8,8,0,2,0,2,3,1,0,1,3,0,4,4,4,0,0,0,0
4572,6,0,0,8,0,0,0,6,4,0,3,0,9,1,0,9,2,5,7,0,0,2,0,0,0,5,2,0,0,0,0
4573,6,0,0,3,0,0,5,4,2,2,5,1,7,8,0,3,2,2,3,3,1,1,3,0,1,3,3,0,2,0,0
4574,0,0,0,6,0,0,5,4,0,4,2,0,4,8,0,0,2,2,2,0,0,0,0,0,7,4,4,0,0,0,0
4575,5,0,0,7,0,0,4,3,5,5,5,2,6,3,0,4,0,0,4,0,2,0,3,0,1,6,4,0,0,0,0
4576,5,0,0,2,0,0,5,2,1,6,1,2,6,5,0,1,0,1,1,2,0,3,3,0,4,6,2,0,2,0,0
4577,6,0,2,4,0,0,3,5,4,4,5,5,3,4,0,0,1,3,4,2,0,4,5,0,2,6,2,0,2,0,0
4578,5,0,0,5,0,0,4,4,1,4,6,3,4,8,0,2,2,0,5,0,4,3,3,0,2,2,2,0,0,0,0
4579,5,0,2,1,4,0,7,2,2,4,1,9,0,6,0,2,0,0,0,2,1,7,3,0,3,0,1,0,0,0,0
4580,0,0,0,1,6,0,9,2,0,8,0,8,1,6,0,0,0,0,3,3,1,7,1,0,5,4,1,0,1,0,0
4581,5,0,0,3,3,0,5,3,0,3,7,4,5,7,0,1,0,3,2,2,1,3,4,0,2,4,2,0,1,0,0
4582,0,0,0,4,2,0,7,4,1,4,6,2,6,3,0,1,1,2,2,2,1,2,3,0,3,2,2,0,1,0,0
4583,6,0,2,6,0,0,0,6,3,4,4,3,6,1,0,2,2,1,4,1,0,2,6,0,0,6,3,0,2,0,0
4584,6,0,0,6,0,0,6,3,3,2,7,2,7,8,0,2,0,2,1,2,0,2,3,0,3,2,2,0,1,0,1
4585,5,0,0,8,0,0,0,7,6,0,9,0,7,2,0,4,2,3,5,0,0,0,5,0,0,2,5,0,0,0,0
4586,6,0,2,4,4,0,7,4,0,0,4,2,5,8,0,0,1,3,2,1,0,0,8,0,0,0,3,0,0,0,0
4587,6,0,0,6,4,0,1,5,5,1,9,2,7,2,0,5,1,6,5,0,0,0,4,0,1,3,4,0,1,0,0
4588,5,0,0,4,0,0,4,3,1,5,0,4,5,3,0,1,0,1,4,3,1,1,4,0,3,6,3,0,0,0,0
4589,6,0,0,4,0,0,5,4,0,0,9,2,6,8,0,2,1,3,4,3,0,1,3,0,2,0,3,0,1,0,1
4590,6,0,0,8,3,0,3,5,3,2,6,2,6,2,0,3,2,4,3,2,0,2,4,0,1,3,3,0,1,0,0
4591,0,0,3,5,0,0,9,4,0,0,6,2,6,8,0,2,0,0,3,2,1,2,3,0,3,4,4,0,0,0,0
4592,6,0,2,7,4,0,2,6,5,0,9,2,3,2,0,8,2,5,7,0,0,2,0,0,0,5,2,0,1,0,0
4593,0,0,0,3,0,0,3,6,2,0,5,0,9,8,0,0,3,3,6,2,0,0,6,2,0,2,4,0,0,0,0
4594,6,0,0,3,0,0,4,4,4,0,9,0,4,1,0,4,0,6,4,0,0,0,2,0,4,4,3,0,0,0,0
4595,0,0,0,8,0,0,5,3,1,3,5,0,7,2,0,1,0,4,1,0,2,0,0,0,7,2,3,0,0,0,0
4596,6,0,0,5,0,0,6,3,0,4,7,0,7,9,0,1,0,3,2,3,1,0,2,0,3,3,3,0,0,0,0
4597,0,0,2,8,4,0,7,9,0,0,9,2,7,3,0,0,0,6,3,0,0,4,6,0,3,6,2,0,1,0,0
4598,0,0,0,1,0,0,8,2,0,7,1,3,6,7,0,1,0,0,2,8,0,3,1,3,0,5,3,0,1,0,0
4599,0,0,0,1,0,0,4,3,1,3,2,4,5,7,0,2,0,2,2,2,0,3,3,0,3,4,3,0,1,0,0
4600,6,0,2,6,4,0,2,6,6,0,9,0,7,3,0,6,4,3,7,1,0,0,2,0,2,5,3,0,4,0,0
4601,0,0,0,2,0,0,3,2,0,9,2,7,2,5,0,0,0,0,0,6,0,6,3,0,0,5,2,0,2,0,0
4602,0,0,0,4,0,0,3,4,2,3,7,5,4,8,0,1,2,2,2,2,1,1,6,0,1,4,3,0,3,0,0
4603,0,0,2,8,3,0,3,5,1,1,1,0,9,3,0,2,1,6,3,3,0,0,3,0,2,5,3,0,2,0,0
4604,6,0,2,2,4,0,7,3,0,3,0,4,5,5,0,2,0,1,4,4,0,1,2,3,4,3,2,0,0,0,0
4605,6,0,0,6,0,0,6,4,0,0,7,0,5,3,0,0,0,5,4,2,0,0,5,0,3,0,4,0,0,0,0
4606,0,0,0,3,0,0,6,4,1,0,7,2,7,8,0,1,0,5,2,4,1,2,4,0,2,2,3,0,0,0,1
4607,6,0,0,5,0,0,6,2,0,6,5,4,3,9,0,0,0,2,2,5,2,2,0,0,3,0,3,0,0,0,0
4608,5,0,0,3,0,0,5,3,1,4,0,5,4,5,0,0,0,4,1,3,0,2,4,0,3,6,2,0,2,0,0
4609,0,0,2,1,1,0,6,2,0,6,4,2,6,7,0,5,0,0,1,5,0,9,0,0,0,5,1,0,2,0,0
4610,6,0,0,7,0,0,5,3,0,0,9,0,6,2,0,0,0,0,7,0,0,0,9,0,0,5,4,0,0,0,0
4611,0,0,2,2,2,0,7,3,1,5,6,1,7,6,0,2,1,1,0,3,0,3,2,0,4,0,2,0,0,0,0
4612,0,0,0,3,3,0,4,4,1,2,4,2,7,5,0,1,1,4,2,3,0,3,6,0,1,5,2,0,3,0,0
4613,6,0,2,3,4,0,4,2,2,6,1,3,6,5,0,1,0,1,1,4,0,4,2,0,3,3,2,0,3,0,0
4614,0,0,0,5,0,0,6,3,1,3,7,3,5,8,0,0,0,3,2,3,2,3,2,0,4,4,3,0,0,0,0
4615,6,0,0,5,0,0,7,2,1,5,6,4,5,8,0,0,0,3,1,5,0,5,2,0,3,2,2,0,0,0,0
4616,6,0,2,8,0,0,4,8,0,0,6,1,7,3,0,3,9,0,6,6,0,0,0,0,0,4,4,0,1,0,1
4617,0,0,0,1,3,0,6,3,1,3,1,4,5,7,0,0,1,2,1,3,0,1,3,0,3,5,3,0,2,0,0
4618,6,0,0,6,6,0,2,6,3,0,9,0,6,1,0,7,0,9,7,0,0,0,2,0,0,7,3,0,0,0,0
4619,6,0,2,7,4,0,2,5,4,1,9,2,6,2,0,3,1,4,4,1,0,2,5,0,1,1,3,0,0,0,0
4620,6,0,0,3,6,0,2,5,1,0,9,0,4,10,0,3,2,4,6,1,3,0,3,0,0,3,3,0,3,0,0
4621,0,0,0,1,0,0,2,5,3,2,5,4,5,4,0,3,2,3,6,2,0,4,5,3,1,4,2,0,2,0,0
4622,5,0,2,5,4,0,5,4,0,0,7,2,6,9,0,0,0,5,3,0,0,0,6,0,3,3,5,0,1,0,1
4623,0,0,0,4,0,0,5,3,1,5,1,3,5,3,0,1,1,2,3,3,0,2,3,3,3,1,3,0,1,0,0
4624,0,0,0,5,3,0,5,3,0,6,6,0,9,9,0,0,0,3,0,0,0,0,3,0,6,3,5,0,0,0,0
4625,0,0,0,3,0,0,4,3,1,4,2,3,6,5,0,2,1,2,2,4,0,5,2,0,2,4,1,0,2,0,0
4626,0,0,0,5,0,0,6,3,0,3,9,2,6,9,0,4,0,2,3,3,0,0,0,0,3,0,3,0,0,0,0
4627,0,0,0,4,0,0,4,4,2,2,6,1,7,3,0,2,1,3,2,2,1,2,5,2,1,4,2,0,4,0,0
4628,6,0,0,6,0,0,1,4,4,1,2,2,7,3,0,3,1,5,4,1,0,1,5,0,2,5,3,0,2,0,0
4629,0,0,2,3,4,0,6,3,1,3,5,3,5,8,0,1,1,2,2,2,1,2,2,0,4,4,3,0,1,0,0
4630,7,0,2,4,4,0,4,2,2,6,1,5,4,3,0,3,1,1,1,0,0,4,3,0,4,5,2,0,0,0,0
4631,6,0,0,1,0,0,7,2,1,7,5,7,2,7,0,0,0,0,0,2,1,6,3,0,5,6,2,0,1,0,0
4632,6,0,2,3,4,0,5,4,0,1,9,0,9,8,0,0,0,4,0,3,0,0,2,0,5,5,3,0,0,0,0
4633,6,0,2,3,4,0,5,4,0,1,7,0,5,8,0,0,1,2,0,2,0,0,5,0,2,4,4,0,1,0,0
4634,5,1,2,6,5,4,0,5,0,3,9,3,5,1,0,4,2,3,4,1,0,0,2,0,1,3,5,0,1,0,0
4635,5,0,2,1,2,0,6,3,0,3,0,3,4,7,0,4,1,2,0,3,0,2,0,0,3,6,3,0,0,0,0
4636,0,0,0,2,0,0,1,2,0,4,7,2,5,5,0,1,0,1,1,2,0,5,5,0,2,5,2,0,2,0,0
4637,5,0,0,4,0,0,7,4,1,2,3,1,8,3,0,1,1,4,2,2,0,0,2,0,4,5,3,0,0,0,0
4638,0,0,2,3,2,0,4,2,0,7,1,5,4,5,0,0,0,1,0,1,0,1,5,0,3,2,2,0,4,0,0
4639,0,0,0,3,4,0,6,3,0,4,8,0,7,8,0,2,0,3,2,3,2,0,1,0,3,3,3,0,0,0,0
4640,0,0,0,5,0,0,4,3,2,2,8,2,6,9,0,2,1,3,3,2,1,2,3,0,2,3,3,0,2,0,0
4641,0,0,2,4,0,0,5,4,1,3,7,0,5,10,0,1,0,4,3,1,3,1,2,0,3,3,3,0,1,0,0
4642,0,0,0,4,0,0,2,5,4,1,9,2,6,3,0,3,1,4,4,1,0,2,5,0,1,1,3,0,0,0,0
4643,6,0,0,6,0,0,1,4,1,1,2,1,7,3,0,3,1,4,3,1,0,1,6,0,1,3,3,0,1,0,0
4644,6,0,0,3,3,0,7,4,0,3,0,3,6,8,0,0,0,4,2,4,0,0,5,0,0,3,2,0,1,0,0
4645,0,0,0,5,4,0,3,9,4,0,6,2,4,9,0,5,1,1,2,3,0,3,1,0,1,2,2,0,0,0,0
4646,5,0,0,6,0,0,2,4,1,0,8,1,8,3,0,4,0,4,5,0,0,1,3,0,3,4,4,0,1,0,0
4647,6,0,2,4,4,0,6,2,0,6,9,4,3,10,0,0,0,0,2,5,2,4,0,0,3,0,2,0,0,0,0
4648,0,0,0,6,0,0,7,3,0,3,2,3,6,1,0,0,0,2,2,4,2,0,3,0,0,3,3,0,1,0,0
4649,6,0,2,4,2,0,4,6,2,0,2,2,6,9,0,1,3,4,3,4,0,4,3,0,2,1,2,0,0,0,0
4650,6,0,2,8,4,0,1,5,4,0,9,0,8,2,0,5,2,5,6,1,0,0,2,0,2,3,4,0,0,0,0
4651,0,0,0,1,0,0,3,4,1,1,6,2,7,6,0,2,1,6,5,3,1,2,3,0,2,1,3,0,0,0,0
4652,6,0,2,3,4,0,4,4,2,3,6,1,6,8,0,3,2,3,4,1,2,2,2,0,2,3,3,0,1,0,0
4653,0,0,0,3,2,0,4,4,2,3,6,1,6,8,0,3,2,3,4,1,2,2,2,0,2,3,3,0,1,0,0
4654,6,0,0,8,3,0,3,4,2,0,8,1,8,3,0,4,0,4,4,0,0,1,3,0,2,3,4,0,1,0,0
4655,6,0,2,7,4,0,2,6,4,1,7,1,6,2,0,5,3,5,5,1,0,1,2,0,2,2,3,0,0,0,0
4656,5,0,2,3,1,0,4,2,0,7,1,5,4,5,0,0,0,1,0,1,0,1,5,0,3,2,2,0,4,0,0
4657,6,0,0,7,4,0,2,7,5,0,9,0,7,2,0,4,4,0,7,0,0,0,5,0,0,2,3,0,0,1,1
4658,0,0,0,5,0,0,6,4,1,2,4,2,6,8,0,2,1,3,3,2,1,1,3,4,3,3,3,0,2,0,0
4659,6,0,0,5,3,0,4,4,2,0,9,0,9,9,0,2,0,4,2,0,0,0,3,0,5,5,4,0,0,0,0
4660,0,0,0,8,0,0,5,3,0,2,6,1,7,3,0,0,0,0,4,0,0,0,4,4,5,4,4,0,0,0,0
4661,0,0,1,3,4,0,7,3,0,4,4,0,8,8,0,1,0,2,1,2,2,0,1,0,5,2,3,0,0,0,0
4662,7,0,0,6,0,0,5,4,2,3,4,3,5,1,0,3,1,4,2,2,0,2,2,3,3,5,3,0,1,0,0
4663,6,0,0,7,0,0,4,5,2,2,3,3,6,3,0,2,2,3,4,2,0,2,4,0,2,5,3,0,2,0,0
4664,6,0,0,1,0,0,5,3,1,4,3,3,6,6,0,2,0,3,1,3,0,4,3,0,2,2,2,0,2,0,0
4665,5,0,2,4,3,0,1,3,1,3,1,0,9,3,0,4,1,3,3,2,0,0,4,0,1,4,3,0,1,0,0
4666,6,0,0,1,0,0,8,3,0,5,1,5,4,7,0,2,1,1,1,4,0,2,1,0,4,5,2,0,2,0,0
4667,6,0,0,1,4,0,8,4,0,1,5,0,9,7,0,1,1,4,5,5,0,0,4,0,1,6,4,0,0,0,0
4668,0,0,2,4,4,0,5,3,2,4,4,0,5,9,0,2,0,0,2,3,0,2,2,0,3,2,4,0,0,0,0
4669,6,0,0,6,0,0,3,4,0,3,6,0,9,1,0,4,0,4,4,3,0,0,4,0,0,0,3,0,0,0,0
4670,5,0,2,2,3,0,3,6,1,1,1,2,7,5,0,1,3,3,2,4,0,4,3,0,3,0,2,0,0,0,0
4671,6,0,2,4,4,0,5,4,2,3,6,3,5,10,0,1,1,2,2,1,2,2,2,0,3,3,3,0,2,0,0
4672,0,0,0,8,0,0,4,6,1,3,7,0,5,3,0,4,2,4,3,0,2,1,2,0,2,6,3,0,0,0,0
4673,0,0,0,4,0,0,4,4,0,4,0,2,7,9,0,0,2,2,0,4,0,2,3,4,3,5,2,0,6,0,0
4674,0,0,0,6,0,0,2,4,2,2,9,0,9,1,0,6,0,5,3,0,0,2,3,4,0,2,2,0,0,0,0
4675,6,0,0,7,0,0,4,3,3,3,9,0,9,3,0,1,0,3,4,1,0,3,5,0,4,3,3,0,2,0,0
4676,6,0,2,7,4,0,3,5,2,3,5,3,5,2,0,2,2,4,4,2,0,3,4,0,1,5,2,0,1,0,0
4677,6,0,0,3,0,0,5,3,1,4,7,0,6,8,0,3,0,2,3,3,0,0,2,0,3,3,4,0,0,0,0
4678,6,0,0,5,0,0,9,4,0,0,0,2,6,8,0,0,0,5,2,4,0,0,0,0,5,3,4,0,1,0,0
4679,0,0,0,3,2,0,4,3,2,2,1,3,6,5,0,2,1,2,1,3,0,6,3,0,2,4,1,0,2,0,0
4680,0,0,2,5,3,0,6,3,1,2,3,2,6,9,0,0,0,1,0,2,0,1,3,0,5,6,3,0,1,0,0
4681,5,0,2,3,2,0,4,3,1,4,2,3,6,5,0,2,1,2,2,4,0,5,2,0,2,4,1,0,2,0,0
4682,0,0,0,3,4,0,7,4,0,0,7,0,5,8,0,0,0,4,0,2,0,0,2,0,4,2,3,0,2,0,0
4683,6,0,2,6,4,0,6,5,0,0,9,1,6,8,0,3,3,0,4,0,0,0,3,0,5,4,4,0,1,0,0
4684,6,0,0,5,0,0,8,4,0,3,2,5,4,8,0,1,3,1,1,5,0,2,3,0,2,3,3,0,1,0,0
4685,6,0,0,2,0,0,7,3,1,3,1,5,3,5,0,0,1,1,1,3,0,1,2,0,4,5,3,0,1,0,0
4686,7,0,2,5,4,0,3,4,2,3,7,3,5,9,0,2,2,2,3,2,0,2,2,0,3,2,3,0,3,0,0
4687,0,0,0,6,4,0,8,5,0,0,8,2,5,3,0,0,2,5,2,3,0,0,6,0,0,0,2,0,0,0,0
4688,6,0,0,4,0,0,5,3,2,3,4,4,4,9,0,2,1,1,2,3,0,3,3,0,2,3,3,0,1,0,0
4689,0,0,2,5,0,0,5,4,0,0,7,2,6,9,0,0,0,5,3,0,0,0,6,0,3,3,5,0,1,0,0
4690,0,0,2,3,1,0,7,3,1,0,8,2,5,7,0,2,0,2,2,3,0,0,3,0,3,4,3,0,0,0,0
4691,0,0,2,4,2,0,3,4,1,3,2,2,7,9,0,2,1,3,3,2,0,0,5,0,2,3,3,0,0,0,0
4692,0,0,0,3,0,0,5,3,1,6,0,5,4,5,0,1,0,2,2,5,0,4,3,0,0,9,2,0,3,0,0
4693,6,0,0,3,0,0,4,4,2,2,7,1,7,8,0,3,1,3,4,3,1,2,2,0,2,3,3,0,1,0,0
4694,0,0,2,7,0,0,3,6,6,3,6,6,3,2,0,5,0,4,6,4,0,3,0,0,0,3,3,0,0,0,0
4695,6,0,0,3,0,0,5,3,1,3,4,3,6,8,0,2,1,2,3,2,0,4,3,0,3,3,2,0,0,0,0
4696,0,0,2,3,4,0,0,5,5,0,9,0,5,8,0,2,0,8,6,7,0,7,1,0,0,2,1,0,0,0,0
4697,0,0,2,3,6,0,9,3,0,4,4,3,6,8,0,0,1,2,3,5,0,5,0,0,4,5,3,0,1,0,0
4698,6,0,0,4,0,0,7,3,0,0,7,0,9,9,0,0,0,0,2,0,0,2,2,0,7,3,3,0,2,0,1
4699,0,0,2,3,3,0,4,4,1,4,1,3,6,5,0,2,0,5,2,0,0,5,3,0,4,3,1,0,1,0,0
4700,5,0,0,5,0,0,4,5,1,2,4,2,7,8,0,1,2,4,3,4,0,0,4,0,1,3,3,0,0,0,0
4701,0,0,2,4,0,0,3,3,2,4,0,2,4,3,0,2,1,2,3,3,0,1,4,0,1,5,4,0,0,0,0
4702,0,0,2,6,2,0,4,3,3,3,6,3,6,1,0,3,1,4,2,2,1,3,3,0,2,3,2,0,1,0,0
4703,0,0,0,6,0,0,5,4,0,0,9,2,6,1,0,2,1,3,4,3,0,1,3,3,2,0,3,0,1,0,0
4704,0,0,2,7,4,0,2,6,5,2,9,0,9,3,0,7,2,2,7,0,0,0,0,0,0,0,3,0,0,0,0
4705,0,0,1,6,4,0,6,3,1,4,4,2,5,1,0,2,1,1,2,3,1,3,2,0,3,3,3,0,1,0,0
4706,0,0,1,1,0,0,1,2,7,8,1,6,3,4,0,2,0,1,3,6,0,5,0,0,2,3,2,0,3,0,0
4707,0,0,0,5,6,0,7,2,0,5,6,3,5,9,0,0,0,0,2,3,3,2,0,0,3,4,3,0,0,0,0
4708,0,0,0,4,0,0,5,3,0,3,7,4,5,8,0,1,0,3,2,2,1,3,4,0,2,4,2,0,1,0,0
4709,0,0,0,5,0,0,3,4,1,3,1,4,5,3,0,7,0,5,1,0,0,5,2,0,0,6,2,0,0,0,0
4710,6,0,0,5,4,0,5,3,2,3,4,4,4,9,0,2,1,1,2,3,0,3,3,3,2,3,3,0,1,0,0
4711,0,0,0,8,4,0,2,5,4,0,9,0,5,1,0,6,1,8,9,0,0,2,3,0,1,0,3,0,0,1,0
4712,6,0,2,7,4,0,0,4,2,0,9,0,7,2,1,2,0,3,2,0,0,0,7,0,0,0,3,0,2,0,0
4713,6,0,2,4,3,0,5,3,2,3,0,2,7,9,0,2,0,0,0,3,0,1,2,0,3,5,3,0,0,0,1
4714,0,0,0,7,0,0,3,5,2,2,6,0,7,2,0,2,0,7,3,2,0,0,4,0,2,3,3,0,0,0,1
4715,6,0,2,5,4,0,4,5,4,2,8,0,7,9,1,4,3,2,4,4,0,0,0,0,2,0,3,0,0,0,0
