,mt_moto,mt_auto,mt_remorque,mt_assur_vie,mt_incendie,nb_RC_agri,nb_bateau,nb_RC_entreprise,pouvoir_achat,PCSouvr,niv_etud_bas,nbpers_au_foyer,proprietaire,mt_RC,sans_religion,nb_invalidite,type_client,PCSinter,concubin,assur_sante_prive,niv_etude_haut,mt_tracteur,mt_bateau,sans_enfant,celibataire,auto0,catholique,nb_MRH,revenu2,PCSagri,nb_accident_famil,auto2,Cle,Cle.1,PCStop,revenu_moyen,mt_velo,autre_religion,nbmaisons,mt_cyclomoteur,revenu3,PCSouvr_quali,revenu4,auto1,revenu5,PCScadre,revenu1
2850,0,0,0,0,0,0,0,0,8,1,1,4,9,0,4,0,3,2,0,7,4,0,0,3,0,0,1,0,2,0,0,2,2851,2851,5,6,1,1,1,0,4,1,3,7,1,0,0
2851,0,6,0,0,0,0,0,0,3,2,4,3,6,0,4,0,8,1,2,4,2,0,0,5,0,1,0,0,5,0,0,4,2852,2852,4,6,0,1,1,0,2,4,0,5,2,0,1
2852,0,0,0,0,0,0,0,0,3,5,6,2,9,0,0,0,8,0,0,2,0,0,0,3,4,4,0,0,3,2,0,2,2853,2853,0,2,0,0,1,3,0,3,0,3,0,0,6
2853,0,6,0,0,4,0,0,0,3,2,7,3,7,2,3,0,8,1,1,2,1,0,0,4,1,2,1,0,3,1,0,4,2854,2854,2,4,0,2,1,0,3,4,0,4,1,1,3
2854,4,6,0,1,3,0,0,0,6,2,3,3,8,2,3,0,3,3,2,3,2,0,0,4,2,2,1,0,4,1,0,2,2855,2855,2,5,1,2,1,0,3,2,2,6,0,1,1
2855,0,0,0,0,4,0,0,0,6,2,5,2,9,2,0,0,1,5,1,3,0,0,0,6,2,3,2,0,4,0,0,0,2856,2856,3,4,0,0,1,0,0,0,2,6,0,0,4
2856,0,6,0,0,0,0,0,0,5,0,4,3,9,0,3,0,9,6,2,0,4,0,0,5,0,0,6,0,4,0,0,2,2857,2857,0,7,0,0,1,0,0,3,5,7,0,0,0
2857,0,6,0,4,4,0,0,0,4,2,3,3,3,2,6,0,3,6,0,1,2,0,0,2,2,3,0,0,5,0,0,1,2858,2858,1,3,0,0,1,0,3,0,0,5,0,0,2
2858,0,0,0,0,3,0,0,0,6,2,6,2,5,2,3,0,1,2,1,2,2,0,0,3,3,2,1,0,5,1,0,1,2859,2859,1,3,0,1,1,0,2,4,0,6,0,1,3
2859,0,5,0,0,0,0,0,0,5,3,4,3,1,0,3,0,9,3,1,3,2,0,0,4,2,3,1,0,4,1,0,0,2860,2860,2,3,0,2,1,0,3,2,0,6,0,1,3
2860,0,6,0,0,0,0,0,0,4,2,6,3,5,0,4,0,10,2,0,7,1,0,0,2,2,0,1,0,5,3,0,5,2861,2861,0,4,0,0,1,0,0,3,2,4,0,1,2
2861,0,0,0,0,0,0,0,0,3,2,5,2,4,0,3,0,8,3,0,3,1,0,0,3,4,3,1,0,3,0,0,0,2862,2862,2,3,0,1,1,0,2,3,1,6,0,1,3
2862,5,6,0,6,4,0,2,0,5,4,5,2,5,2,2,0,4,3,1,2,1,0,4,4,4,2,0,0,2,1,0,1,2863,2863,2,3,0,3,1,0,3,1,1,6,0,1,4
2863,0,6,0,0,2,0,0,0,4,1,4,3,0,2,0,0,9,4,0,3,2,0,0,4,0,2,0,0,5,0,0,0,2864,2864,2,3,0,3,1,0,3,2,0,7,0,2,2
2864,0,6,0,4,4,0,0,0,5,0,4,2,9,2,2,0,9,3,0,2,2,0,0,2,3,0,0,0,2,0,0,2,2865,2865,0,3,0,0,1,0,4,4,0,7,0,2,4
2865,0,6,0,5,4,0,0,0,8,2,3,3,6,2,3,0,2,4,1,3,3,0,0,3,2,2,2,0,3,0,0,2,2866,2866,3,5,0,1,2,0,4,1,2,6,1,1,2
2866,0,0,0,0,4,0,0,0,4,2,6,2,5,0,3,0,9,2,1,2,2,0,0,3,3,2,1,0,5,1,0,1,2867,2867,1,3,0,1,1,0,2,4,0,6,0,1,3
2867,0,6,0,0,3,0,0,0,3,4,6,3,4,2,2,0,8,3,1,3,1,0,0,4,1,3,0,0,5,1,0,2,2868,2868,1,3,0,1,1,0,2,2,1,5,0,0,2
2868,0,0,0,0,3,0,0,0,6,0,5,4,4,2,5,0,8,3,2,1,0,0,0,4,0,2,0,0,0,0,0,2,2869,2869,4,7,0,1,1,0,4,3,5,6,0,0,0
2869,0,6,0,0,3,0,0,0,3,1,4,2,8,2,0,0,8,1,0,0,0,0,0,5,0,4,0,0,4,0,0,0,2870,2870,0,6,0,0,1,0,0,8,5,5,0,0,1
2870,0,0,0,0,4,0,0,0,6,1,4,2,0,2,2,0,3,5,1,4,3,0,0,4,5,4,0,0,4,0,0,0,2871,2871,1,4,0,3,1,0,3,2,0,5,0,1,3
2871,0,6,0,0,4,0,0,0,7,0,0,3,5,2,5,0,3,6,3,5,4,0,0,2,0,3,3,0,2,0,0,0,2872,2872,3,7,0,0,1,0,2,0,2,6,2,0,3
2872,0,0,0,0,6,0,0,0,4,3,7,3,6,0,4,0,10,0,0,2,0,0,0,3,2,3,0,0,4,3,0,2,2873,2873,0,2,0,1,1,0,0,3,0,5,0,0,5
2873,0,0,0,0,0,0,0,0,1,5,9,4,0,0,0,0,7,0,0,2,0,0,0,0,0,4,0,0,0,2,0,2,2874,2874,0,1,0,0,1,3,0,3,0,3,0,0,9
2874,0,6,2,0,3,0,0,0,6,1,4,3,8,0,0,0,3,4,0,2,0,0,0,3,2,0,2,0,4,0,0,2,2875,2875,5,4,0,0,1,0,3,0,0,7,1,0,2
2875,0,0,0,0,4,0,0,0,3,1,7,2,1,0,2,0,8,2,1,1,0,0,0,1,4,4,0,0,3,1,0,1,2876,2876,0,3,0,1,2,0,2,6,0,5,0,0,5
2876,0,6,0,0,0,0,0,0,2,4,7,2,1,0,3,0,5,3,1,1,1,0,0,3,5,5,1,0,3,1,0,1,2877,2877,1,2,0,1,1,0,1,3,0,3,0,0,5
2877,0,6,0,0,5,0,0,0,3,3,8,3,8,0,4,0,1,1,0,2,1,0,0,4,0,2,2,0,8,0,0,2,2878,2878,3,3,0,0,1,0,1,3,0,5,0,0,0
2878,0,0,0,0,4,0,0,0,3,0,7,2,0,0,2,0,8,9,0,0,2,0,0,4,4,4,0,0,0,0,0,2,2879,2879,0,2,0,2,1,0,0,0,0,4,0,0,9
2879,6,5,0,0,0,0,0,0,5,2,4,3,8,0,3,0,9,2,2,3,3,0,0,4,2,2,1,0,5,1,0,2,2880,2880,3,3,0,2,1,0,2,3,1,6,0,1,3
2880,0,0,0,0,0,0,0,0,8,1,1,4,8,2,1,0,1,1,0,7,6,0,0,1,1,1,2,0,1,0,0,4,2881,2881,7,6,0,2,1,0,7,1,1,5,0,1,1
2881,0,0,0,0,0,0,0,0,3,3,5,2,5,2,3,0,8,4,2,2,2,0,0,3,2,2,2,0,3,0,0,1,2882,2882,2,3,0,1,1,0,2,2,1,6,0,0,4
2882,0,5,0,0,5,1,0,0,4,1,5,3,8,0,2,0,10,2,1,4,1,3,0,3,1,1,1,0,3,2,0,4,2883,2883,2,4,0,1,1,0,4,3,1,5,0,1,2
2883,0,6,0,0,0,0,0,0,6,2,4,2,0,0,9,0,1,2,0,0,2,0,0,2,3,0,0,0,4,0,0,2,2884,2884,3,4,0,0,1,0,3,3,0,7,0,0,3
2884,0,0,0,0,0,0,0,0,1,4,8,3,3,0,5,0,7,0,1,0,0,0,0,1,3,3,2,0,6,1,0,0,2885,2885,3,2,0,0,1,0,0,2,0,6,0,0,3
2885,0,0,0,0,0,0,0,0,1,4,8,3,3,0,5,0,7,0,1,0,0,0,0,1,3,3,2,0,6,1,0,0,2886,2886,3,2,0,0,1,0,0,2,0,6,0,0,3
2886,0,5,0,0,4,1,0,0,4,4,6,3,6,0,3,0,10,3,1,3,0,3,0,4,0,2,1,0,0,3,0,1,2887,2887,1,5,0,1,1,0,9,0,0,6,0,0,0
2887,0,0,0,0,0,0,0,0,5,4,7,2,2,0,4,0,8,2,2,2,0,0,0,5,2,2,0,0,4,1,0,1,2888,2888,1,3,0,3,1,0,1,2,0,6,0,0,5
2888,0,0,0,0,3,0,0,0,3,2,6,2,9,0,2,0,8,2,2,3,0,0,0,5,0,2,0,0,5,0,0,4,2889,2889,2,3,0,0,1,0,3,5,0,4,0,0,2
2889,0,5,0,0,3,0,0,0,4,3,3,3,9,0,5,0,3,4,1,1,0,0,0,4,0,2,1,0,6,0,0,2,2890,2890,1,5,0,1,1,0,0,2,3,6,0,1,0
2890,0,6,0,3,4,0,0,0,4,4,6,3,6,2,3,0,10,3,1,3,0,0,0,4,0,2,1,0,0,3,1,1,2891,2891,1,5,0,1,1,0,9,0,0,6,0,0,0
2891,0,6,0,0,6,0,0,0,5,3,6,3,7,2,3,0,8,3,0,2,1,0,0,4,1,2,0,0,4,2,0,1,2892,2892,1,4,0,1,1,0,4,2,1,7,0,0,1
2892,0,6,0,0,0,0,0,0,2,1,5,2,4,0,5,0,5,3,1,2,0,0,0,1,5,3,0,0,3,0,0,0,2893,2893,0,2,0,0,1,0,0,6,0,6,0,0,6
2893,0,6,0,0,3,0,0,0,6,3,8,2,8,0,0,0,3,6,0,2,0,0,0,7,0,2,0,0,3,0,0,2,2894,2894,0,5,0,2,1,0,5,0,2,5,0,0,0
2894,0,0,0,0,0,0,0,0,3,2,3,2,4,0,2,0,7,6,4,2,1,0,0,6,1,2,2,0,4,0,0,0,2895,2895,1,3,0,1,1,0,2,2,0,7,0,0,4
2895,0,6,0,0,4,0,0,0,4,0,2,3,5,2,5,0,9,7,2,3,0,0,0,4,0,3,0,0,4,0,0,0,2896,2896,0,3,0,2,1,0,2,2,0,6,0,0,3
2896,0,6,0,0,4,0,0,0,6,2,3,3,6,2,3,0,3,4,1,3,3,0,0,3,2,2,2,0,3,0,0,2,2897,2897,3,5,0,1,1,0,4,1,2,6,1,1,2
2897,0,6,0,0,4,0,0,0,3,1,4,3,6,2,5,0,8,2,1,4,2,0,0,4,1,1,1,0,2,2,0,2,2898,2898,3,4,0,1,1,0,3,3,2,7,0,0,3
2898,0,0,0,0,2,0,0,0,3,2,5,2,6,2,2,0,8,3,1,1,4,0,0,4,1,2,0,0,5,0,0,0,2899,2899,2,3,0,2,1,0,2,3,0,7,0,0,2
2899,0,6,0,0,4,0,0,0,3,0,3,3,9,2,3,0,8,2,2,3,0,0,0,3,0,2,0,0,7,5,0,1,2900,2900,3,5,0,1,1,0,0,0,2,6,0,0,0
2900,0,0,0,0,1,0,0,0,1,2,9,2,2,0,5,0,7,5,2,0,0,0,0,4,4,5,2,0,3,0,0,0,2901,2901,0,3,0,0,1,0,3,3,0,4,0,0,4
2901,0,6,0,0,0,0,0,0,4,6,6,3,0,0,4,0,9,2,1,2,0,0,0,2,1,2,0,0,3,0,0,0,2902,2902,0,2,0,3,1,0,1,2,0,7,0,0,6
2902,0,6,0,0,3,0,0,0,8,2,2,3,4,2,3,0,3,4,2,4,1,0,0,3,2,1,4,0,1,2,0,1,2903,2903,1,5,0,1,1,0,6,2,1,8,0,0,2
2903,0,0,0,0,0,0,0,0,6,1,3,3,6,0,3,0,1,3,0,3,2,0,0,3,0,0,0,0,4,2,0,2,2904,2904,3,4,0,0,1,4,3,2,0,7,0,0,2
2904,0,0,0,0,1,0,0,0,4,3,5,2,0,0,2,0,3,4,0,2,0,0,0,5,2,6,0,0,7,0,0,0,2905,2905,0,3,0,4,1,0,0,2,0,3,0,0,2
2905,0,0,0,0,3,0,0,0,4,3,3,2,9,0,4,0,8,3,0,5,1,0,0,6,1,0,0,0,3,3,0,3,2906,2906,1,8,0,0,1,0,1,1,3,6,2,0,0
2906,0,6,0,0,4,0,0,0,6,4,6,3,1,2,6,0,3,1,3,0,0,0,0,4,1,0,2,0,2,1,0,0,2907,2907,0,5,0,0,1,0,4,5,2,9,0,0,2
2907,0,6,0,0,0,0,0,0,3,3,9,3,0,0,4,0,8,3,0,4,0,0,0,0,1,2,0,0,6,2,0,3,2908,2908,3,4,0,0,1,0,3,1,0,5,0,0,1
2908,0,0,0,0,0,0,0,0,1,2,5,2,0,0,4,0,6,2,2,0,1,0,0,6,3,4,0,0,2,0,0,0,2909,2909,4,2,0,0,1,0,1,2,0,5,0,0,6
2909,0,6,0,0,0,0,0,0,8,2,3,3,6,0,3,0,2,4,1,3,3,0,0,3,2,2,2,0,3,0,0,2,2910,2910,3,5,0,1,2,0,4,1,2,6,1,1,2
2910,0,5,0,0,0,0,0,0,2,3,7,3,1,0,5,0,5,2,1,1,1,0,0,2,1,5,1,0,5,0,0,2,2911,2911,0,3,0,2,1,0,1,4,1,3,0,0,3
2911,0,6,0,3,2,0,0,0,4,1,2,4,7,0,3,0,3,4,1,4,3,0,0,2,1,0,2,0,3,0,0,0,2912,2912,3,4,0,1,1,0,5,2,0,9,0,0,2
2912,0,5,0,0,0,0,0,0,3,1,8,2,0,0,6,0,8,1,0,2,0,0,0,3,3,3,0,0,2,0,0,2,2913,2913,1,2,1,3,1,0,1,8,0,5,0,1,7
2913,0,5,0,0,0,0,0,0,6,0,6,2,2,0,4,0,8,9,1,4,0,0,0,4,4,1,1,0,3,0,0,2,2914,2914,0,3,0,1,1,0,1,0,0,6,0,0,5
2914,0,0,0,5,0,0,0,0,6,5,0,2,3,0,5,0,1,0,0,6,0,0,0,9,0,0,0,0,4,0,0,2,2915,2915,0,5,0,0,1,0,4,0,1,7,0,5,2
2915,0,6,0,0,2,0,0,0,1,4,7,2,0,2,5,0,7,0,0,0,1,0,0,2,6,4,0,0,3,0,0,0,2916,2916,0,2,0,0,1,0,0,5,0,5,0,0,6
2916,0,6,0,0,1,0,0,0,2,3,2,2,0,2,2,0,5,4,2,4,2,0,0,5,3,3,0,0,2,0,0,1,2917,2917,1,4,0,1,1,0,5,1,0,5,0,0,3
2917,0,0,0,0,0,0,0,0,7,2,3,4,5,0,2,0,2,6,0,6,2,0,0,4,0,0,0,0,3,0,0,0,2918,2918,0,6,0,0,1,4,3,0,3,9,0,2,0
2918,0,6,0,0,4,0,0,0,6,0,0,4,5,2,4,0,1,0,1,4,5,0,0,4,2,1,1,0,0,4,0,2,2919,2919,0,6,0,1,1,0,9,0,0,6,0,5,0
2919,4,0,0,0,0,0,0,0,7,1,2,3,9,0,1,0,2,5,2,5,4,0,0,2,0,0,2,0,2,0,0,0,2920,2920,3,5,0,2,1,0,7,2,0,9,0,0,1
2920,0,0,0,0,0,0,0,0,3,3,4,3,7,2,3,0,8,2,1,4,2,0,0,3,2,1,0,0,4,1,0,2,2921,2921,3,4,0,1,1,0,3,2,1,7,1,1,2
2921,0,0,0,0,4,0,0,0,7,0,0,4,9,0,2,0,2,3,0,9,4,0,0,4,0,0,2,0,0,0,0,2,2922,2922,2,9,0,0,1,0,4,0,4,7,2,4,0
2922,0,0,0,0,0,0,0,0,4,2,3,3,6,0,3,0,10,1,1,5,1,0,0,3,2,1,1,0,3,3,0,3,2923,2923,3,4,0,1,1,0,3,2,1,5,0,0,3
2923,0,5,0,0,3,0,0,0,4,5,6,3,0,2,5,0,9,0,0,0,0,0,0,4,0,4,0,0,3,0,0,2,2924,2924,0,2,0,0,1,0,0,5,0,3,0,0,6
2924,0,0,0,0,0,0,0,0,6,2,2,3,5,0,4,0,2,3,1,5,4,0,0,4,1,1,1,0,2,1,0,2,2925,2925,4,5,1,1,1,0,6,1,1,6,0,0,1
2925,0,0,0,0,0,0,0,0,2,4,8,3,1,0,7,0,5,3,2,1,1,0,0,3,2,3,1,0,3,0,0,1,2926,2926,0,2,0,1,1,3,1,2,1,6,0,0,5
2926,0,5,0,0,0,0,0,0,1,2,5,2,2,0,3,0,7,4,0,0,2,0,0,4,4,3,0,0,2,0,0,0,2927,2927,2,3,0,1,1,0,2,3,0,6,0,0,5
2927,0,0,0,0,0,0,0,0,6,1,3,3,7,0,5,0,8,5,0,4,3,0,0,5,0,0,0,0,2,0,0,4,2928,2928,2,8,0,0,1,4,3,2,2,5,3,0,0
2928,0,0,0,0,3,0,0,0,3,0,4,2,6,2,3,0,8,7,0,3,0,0,0,6,0,2,2,0,4,0,0,0,2929,2929,2,4,0,0,1,0,4,0,0,7,0,0,2
2929,0,6,0,0,4,0,0,0,7,1,2,3,7,2,1,0,2,2,0,5,4,0,0,2,1,1,1,0,2,0,0,3,2930,2930,5,6,0,2,1,0,6,1,2,6,0,1,1
2930,0,0,0,0,0,0,0,0,7,0,3,2,5,0,4,0,2,3,0,3,4,0,0,3,3,3,2,0,2,2,0,2,2931,2931,2,3,0,2,1,3,3,2,0,5,0,2,5
2931,0,5,0,0,0,0,0,0,4,2,3,4,5,0,5,0,9,7,0,2,0,0,0,0,2,0,0,0,7,0,0,0,2932,2932,0,4,0,3,1,0,0,0,2,9,0,0,0
2932,0,6,0,0,0,0,0,0,3,2,7,2,6,0,5,0,8,3,0,5,0,0,0,3,5,1,1,0,2,1,0,2,2933,2933,2,3,0,0,1,0,0,2,2,6,0,1,6
2933,0,0,0,0,0,0,0,0,8,0,0,3,9,0,3,0,1,0,0,7,8,0,0,4,0,0,1,0,1,0,0,2,2934,2934,9,7,0,0,1,3,3,0,5,7,0,0,0
2934,0,6,0,0,3,0,0,0,4,2,4,2,2,2,4,0,9,3,4,0,2,0,0,3,2,2,0,0,2,0,0,0,2935,2935,2,4,0,1,1,0,5,3,0,7,0,0,2
2935,0,0,0,0,0,0,0,0,3,4,6,2,0,0,4,0,7,4,0,0,0,0,0,4,3,3,2,0,8,0,0,3,2936,2936,1,3,0,2,1,3,0,2,0,4,0,0,1
2936,0,0,0,0,0,0,0,0,6,1,3,3,7,0,5,0,8,5,0,4,3,0,0,5,0,0,0,0,2,0,0,4,2937,2937,2,8,0,0,1,3,3,2,2,5,3,0,0
2937,0,6,0,0,2,0,0,0,4,4,6,4,1,2,3,0,3,3,1,0,1,0,0,2,1,1,0,0,3,0,0,1,2938,2938,0,4,0,1,1,0,4,2,0,7,0,0,2
2938,0,6,0,0,0,0,0,0,4,2,7,3,5,0,5,0,9,3,0,2,1,0,0,4,0,2,0,0,5,0,0,2,2939,2939,1,4,0,0,1,0,2,5,1,6,0,0,2
2939,0,6,0,0,0,0,0,0,3,2,5,2,7,0,4,0,7,4,1,2,0,0,0,3,3,4,1,0,3,1,0,1,2940,2940,1,3,0,1,1,0,3,2,0,5,0,1,3
2940,0,5,0,0,0,0,0,0,8,1,2,3,8,0,3,0,3,3,1,5,4,0,0,3,1,1,1,0,3,0,0,1,2941,2941,4,5,0,1,1,0,4,1,2,7,1,1,1
2941,0,6,0,0,3,0,0,0,3,5,7,3,8,0,1,0,8,2,0,2,1,0,0,3,2,2,0,0,5,2,0,0,2942,2942,1,4,0,2,1,0,4,1,0,7,0,0,0
2942,0,6,0,0,0,0,0,0,3,1,5,3,6,0,1,0,8,2,0,4,0,0,0,4,0,1,0,0,0,2,0,2,2943,2943,3,6,0,0,1,0,7,2,2,6,0,1,0
2943,0,0,0,0,2,0,0,0,3,0,6,3,9,1,2,0,10,0,0,2,0,0,0,2,3,3,0,0,4,9,0,2,2944,2944,0,2,0,2,1,0,0,0,0,5,0,0,5
2944,0,6,0,0,3,0,0,0,6,0,4,2,4,2,0,0,3,9,0,5,5,0,0,0,5,0,0,0,9,0,0,0,2945,2945,0,4,0,0,1,0,0,0,0,9,0,0,0
2945,0,0,0,0,4,0,0,0,2,3,6,2,4,2,3,0,7,3,0,0,1,0,0,3,4,4,1,0,5,1,0,1,2946,2946,1,4,0,2,1,0,2,3,1,5,0,0,2
2946,0,0,0,0,3,0,0,0,1,3,5,3,5,0,3,0,7,2,1,2,1,0,0,3,2,2,1,0,4,1,0,2,2947,2947,1,4,0,2,1,0,4,3,1,6,0,1,1
2947,0,0,0,0,6,0,0,1,3,5,4,3,4,0,4,0,7,1,1,4,2,0,0,5,2,2,0,0,2,0,0,1,2948,2948,2,5,0,2,1,0,3,2,3,7,0,1,2
2948,6,0,0,0,3,0,0,0,1,2,5,1,0,2,0,0,6,4,0,0,0,0,0,3,4,7,0,0,4,0,0,0,2949,2949,2,3,0,0,2,0,0,2,1,2,0,0,4
2949,0,6,0,0,0,0,0,0,5,2,5,3,6,0,1,0,10,3,2,4,0,0,0,3,2,1,4,0,2,3,0,1,2950,2950,1,3,0,1,1,0,4,1,0,7,0,2,4
2950,0,0,0,0,0,0,0,0,2,5,6,2,2,0,4,0,5,3,0,3,1,0,0,4,4,3,1,0,3,0,0,0,2951,2951,1,3,0,2,1,0,3,1,0,6,0,0,4
2951,0,6,0,0,0,0,0,0,4,3,3,3,5,0,6,0,5,5,0,2,1,0,0,2,0,0,0,0,6,0,0,0,2952,2952,2,4,0,2,2,0,3,0,0,9,0,0,0
2952,0,6,0,0,2,0,0,0,4,4,6,3,1,2,5,0,3,3,1,0,1,0,0,2,2,2,0,0,2,0,0,2,2953,2953,0,2,0,1,1,0,1,3,0,6,0,0,6
2953,0,6,0,0,0,0,0,0,6,0,0,4,5,0,4,0,1,0,1,4,5,0,0,4,2,1,1,0,0,4,0,2,2954,2954,0,6,0,1,1,0,9,0,0,6,0,5,0
2954,0,0,0,0,3,0,0,0,1,2,4,3,2,0,4,0,7,3,1,2,1,0,0,2,3,4,0,0,5,0,0,1,2955,2955,2,3,0,0,1,0,2,3,0,5,0,1,3
2955,0,6,0,0,4,0,0,0,7,3,2,2,5,2,5,0,3,3,7,0,2,0,0,5,2,4,4,0,2,0,0,0,2956,2956,1,6,0,0,1,0,4,2,2,5,1,0,1
2956,0,5,0,0,0,0,0,0,4,4,6,3,7,0,2,0,10,4,0,2,1,0,0,3,2,2,0,0,4,1,0,0,2957,2957,1,4,0,1,1,0,5,2,0,7,0,0,0
2957,0,0,0,0,3,0,0,0,5,3,5,2,8,0,4,0,9,4,1,2,0,0,0,1,5,4,1,0,6,1,0,1,2958,2958,2,3,0,1,1,0,2,1,0,5,0,1,2
2958,0,0,0,0,0,0,0,0,3,3,5,3,9,2,5,0,8,2,0,0,0,0,0,3,0,0,0,0,5,0,0,0,2959,2959,0,4,0,0,1,0,4,5,0,9,0,0,1
2959,0,0,0,0,6,0,0,0,3,3,7,3,6,0,4,0,8,0,0,2,0,4,0,3,2,3,0,0,4,3,0,2,2960,2960,0,2,0,1,1,0,0,3,0,5,0,0,5
2960,0,0,0,0,3,0,0,0,4,4,4,2,7,2,4,0,10,3,1,4,0,0,0,5,3,1,1,0,2,0,0,2,2961,2961,2,6,0,1,1,0,0,0,4,6,0,0,3
2961,0,6,0,0,5,0,0,0,7,3,5,3,1,2,4,0,2,3,1,1,1,0,0,3,3,3,0,0,3,0,0,1,2962,2962,2,3,0,1,1,0,3,3,1,6,0,0,3
2962,0,6,0,0,0,0,0,0,3,0,9,2,4,0,2,0,8,2,0,0,0,0,0,5,2,0,0,0,4,0,0,0,2963,2963,0,3,0,2,1,0,0,7,0,9,0,0,5
2963,0,0,0,4,0,0,0,0,4,3,5,3,5,0,4,0,10,0,2,4,0,0,0,3,0,0,0,0,2,2,0,2,2964,2964,2,5,0,0,1,0,3,4,3,7,0,0,2
2964,0,0,0,0,0,0,0,0,5,4,6,3,0,0,4,0,9,3,0,0,0,0,0,1,0,0,0,0,6,0,0,2,2965,2965,0,3,0,0,1,0,1,3,0,7,0,0,2
2965,0,0,0,0,2,0,0,0,4,4,9,3,4,2,5,0,9,2,2,1,0,0,0,4,0,1,0,0,4,0,0,0,2966,2966,0,4,0,0,1,0,4,4,0,8,0,0,2
2966,0,0,0,0,4,0,0,0,3,0,9,2,4,0,2,0,8,2,0,0,0,0,0,5,2,0,0,0,4,0,0,0,2967,2967,0,3,0,2,1,0,0,7,0,9,0,0,5
2967,0,0,0,0,0,0,0,0,5,3,6,3,7,0,3,0,9,4,1,4,1,0,0,0,1,2,2,0,4,0,0,2,2968,2968,2,5,0,0,2,0,2,0,3,5,1,1,1
2968,0,6,0,0,3,0,0,0,2,1,5,2,4,0,5,0,5,3,1,2,0,0,0,1,5,3,0,0,3,0,0,0,2969,2969,0,2,0,0,1,0,0,6,0,6,0,0,6
2969,0,0,0,0,0,1,0,0,3,3,6,3,6,0,4,0,8,4,1,0,0,0,0,2,0,0,0,0,5,0,0,3,2970,2970,0,4,0,2,1,0,2,3,2,6,0,0,2
2970,0,0,0,0,0,0,0,0,5,1,3,2,0,0,4,0,9,4,3,2,2,0,0,4,5,5,0,0,1,0,0,0,2971,2971,1,3,0,3,1,0,3,3,1,4,0,0,5
2971,0,0,0,3,0,0,0,0,3,1,2,1,0,0,2,0,5,7,0,4,4,0,0,2,7,2,0,0,4,0,0,0,2972,2972,0,5,0,2,1,0,0,0,3,7,0,2,3
2972,0,6,0,0,0,0,0,0,5,1,5,2,3,0,0,0,9,6,2,6,0,0,0,1,4,2,0,0,4,0,0,4,2973,2973,3,2,0,2,1,0,0,0,0,4,0,0,5
2973,0,6,0,0,4,0,0,0,2,8,8,1,2,2,4,0,7,1,3,0,0,0,0,1,7,0,0,0,0,0,0,3,2974,2974,0,2,0,2,1,0,1,1,1,6,0,0,8
2974,0,0,0,0,0,0,0,0,2,0,4,2,2,0,3,0,5,3,1,2,2,0,0,4,4,3,1,0,0,0,0,0,2975,2975,2,4,0,2,1,0,5,4,0,6,0,1,4
2975,5,6,0,0,0,0,0,0,2,4,4,1,2,0,6,0,5,4,0,2,2,0,0,2,6,6,2,0,2,0,0,0,2976,2976,0,2,0,0,1,0,1,2,0,3,0,0,7
2976,0,0,0,0,2,0,0,0,1,2,4,3,2,2,4,0,7,3,1,2,1,0,0,2,3,4,0,0,5,0,0,1,2977,2977,2,3,0,0,1,0,2,3,0,5,0,1,3
2977,0,0,0,0,2,0,0,0,1,2,4,3,5,2,2,0,7,4,1,3,2,0,0,3,3,3,1,0,4,1,0,2,2978,2978,2,4,0,2,1,0,4,2,1,4,0,1,2
2978,0,0,0,0,2,0,0,0,3,2,4,1,0,2,5,0,5,4,6,0,0,0,0,2,7,3,0,0,2,0,0,3,2979,2979,2,3,0,0,1,0,3,2,0,5,0,0,5
2979,0,6,0,0,0,0,0,0,6,0,4,3,6,2,5,0,1,1,0,6,3,0,0,2,3,1,1,0,1,0,0,2,2980,2980,6,6,0,0,1,0,4,1,1,6,2,2,3
2980,0,6,0,0,0,0,0,0,3,4,7,2,0,0,3,0,8,5,1,2,0,0,0,2,0,3,1,0,3,0,0,1,2981,2981,0,4,0,2,1,0,4,0,0,6,0,0,3
2981,0,6,0,0,3,0,0,0,7,0,4,4,7,2,2,0,3,7,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2982,2982,2,8,0,2,2,0,4,1,5,9,0,0,0
2982,0,0,0,3,0,0,0,0,6,2,4,2,5,0,3,0,1,3,1,3,2,0,0,4,3,3,0,0,2,1,0,1,2983,2983,3,3,0,2,1,0,3,2,1,6,0,1,4
2983,0,0,0,0,0,0,0,0,6,1,5,3,6,0,1,0,3,2,0,4,0,0,0,4,0,1,0,0,0,2,0,2,2984,2984,3,6,0,0,1,0,7,2,2,6,0,1,0
2984,0,0,0,0,0,0,0,0,1,3,8,2,0,0,3,0,6,2,0,2,0,0,0,5,2,1,0,0,4,0,0,0,2985,2985,0,2,0,2,2,2,0,4,0,8,0,0,5
2985,0,6,0,0,4,0,0,0,6,3,8,2,8,2,0,0,3,6,0,2,0,0,0,7,0,2,0,0,3,0,0,2,2986,2986,0,5,0,2,1,0,5,0,2,5,0,0,0
2986,0,5,0,0,0,0,0,0,1,2,5,2,2,0,3,0,7,4,0,0,2,0,0,4,4,3,0,0,2,0,0,0,2987,2987,2,3,0,1,1,0,2,3,0,6,0,0,5
2987,0,6,0,0,0,0,0,0,5,3,7,4,3,0,3,0,9,1,1,0,0,0,0,1,1,2,0,0,7,0,0,1,2988,2988,1,3,0,1,1,0,2,5,0,6,0,0,1
